hhid,hv024,hv025,hv201,hv205,hv206,hv213,hv214,hv215,hv210,hv211,hv212,hv227,hv244,hv247,hv270,sh16_22,shstate
192037,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
192038,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,no,no,yes,richer,,osun
192040,south west,urban,rainwater,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
192042,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,no,yes,yes,richest,,osun
192044,south west,urban,sachet water,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,osun
193002,south west,urban,protected well,no facility/bush/field,no,"earth, sand",dirt,zinc/metal,no,no,no,yes,no,no,poorer,,osun
193003,south west,urban,piped to neighbor,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,osun
193005,south west,urban,tanker truck,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
193006,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,no,yes,no,no,yes,richest,,osun
193007,south west,urban,protected well,flush to septic tank,yes,carpet,cement,zinc/metal,no,yes,yes,yes,no,yes,richest,,osun
193009,south west,urban,protected well,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,no,no,no,yes,richer,,osun
193010,south west,urban,sachet water,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,no,no,yes,richest,,osun
193012,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,osun
193013,south west,urban,tube well or borehole,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
193014,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
193016,south west,urban,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,no,yes,yes,richest,,osun
193017,south west,urban,protected well,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,no,yes,yes,richer,,osun
193019,south west,urban,protected well,pit latrine with slab,no,carpet,cement,zinc/metal,no,yes,no,yes,no,no,middle,,osun
193020,south west,urban,protected well,pit latrine with slab,no,cement,cement,zinc/metal,no,yes,no,no,no,no,richer,,osun
193021,south west,urban,protected well,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,no,richest,,osun
193023,south west,urban,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,no,no,no,middle,,osun
193026,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
193027,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,no,no,richer,,osun
193028,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
193030,south west,urban,protected well,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,no,yes,no,richer,,osun
193031,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
193033,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,yes,no,yes,yes,richest,,osun
193034,south west,urban,protected well,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,osun
193035,south west,urban,protected well,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,yes,no,no,yes,richest,,osun
194001,south west,urban,rainwater,pit latrine with slab,no,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,osun
194003,south west,urban,sachet water,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,no,no,no,richest,,osun
194005,south west,urban,protected spring,flush to septic tank,yes,carpet,cement,zinc/metal,no,no,no,yes,no,no,richest,,osun
194007,south west,urban,unprotected spring,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,osun
194008,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,wood,no,yes,no,yes,no,no,richest,,osun
194010,south west,urban,protected spring,no facility/bush/field,yes,carpet,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,osun
194012,south west,urban,protected well,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,no,yes,middle,,osun
194014,south west,urban,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
194015,south west,urban,protected spring,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
194017,south west,urban,unprotected spring,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
194019,south west,urban,river/dam/lake/ponds/stream/canal/irrigation channel,no facility/bush/field,yes,cement,stone with lime/cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
194021,south west,urban,protected spring,no facility/bush/field,yes,carpet,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
194022,south west,urban,unprotected spring,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,no,no,richer,,osun
194024,south west,urban,protected well,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,osun
194026,south west,urban,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,no,yes,no,middle,,osun
194028,south west,urban,unprotected spring,no facility/bush/field,no,carpet,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
194029,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
194031,south west,urban,protected spring,no facility/bush/field,no,cement,bricks,zinc/metal,no,no,no,yes,no,no,middle,,osun
194033,south west,urban,protected well,flush to pit latrine,no,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
194035,south west,urban,protected well,pit latrine with slab,yes,carpet,cement,wood,no,no,no,no,no,yes,richest,,osun
194037,south west,urban,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,no,no,richest,,osun
194038,south west,urban,sachet water,flush to pit latrine,yes,carpet,cement,zinc/metal,no,yes,no,no,no,no,richest,,osun
194040,south west,urban,protected well,flush to pit latrine,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
194042,south west,urban,public tap/standpipe,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,yes,no,no,richest,,osun
194044,south west,urban,sachet water,flush to pit latrine,yes,carpet,cement,zinc/metal,no,yes,no,no,yes,yes,richer,,osun
195001,south west,urban,unprotected well,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,no,no,yes,no,middle,,osun
195003,south west,urban,unprotected well,no facility/bush/field,no,cement,dirt,zinc/metal,no,yes,no,no,yes,no,poorer,,osun
195004,south west,urban,tube well or borehole,pit latrine without slab/open pit,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,no,yes,no,poorer,,osun
195005,south west,urban,unprotected well,no facility/bush/field,no,cement,bamboo with mud,cement,no,no,no,no,yes,no,middle,,osun
195006,south west,urban,unprotected well,pit latrine with slab,no,cement,cement,zinc/metal,no,yes,no,no,yes,no,middle,,osun
195007,south west,urban,unprotected well,pit latrine with slab,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,no,no,middle,,osun
195010,south west,urban,tube well or borehole,pit latrine with slab,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
195011,south west,urban,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,yes,no,no,middle,,osun
195012,south west,urban,tube well or borehole,pit latrine with slab,no,cement,dirt,zinc/metal,no,no,no,yes,no,no,middle,,osun
195013,south west,urban,tube well or borehole,pit latrine with slab,no,carpet,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
195015,south west,urban,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,no,no,no,poorer,,osun
195016,south west,urban,tube well or borehole,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,no,no,no,yes,no,poorer,,osun
195017,south west,urban,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,yes,yes,yes,yes,richer,,osun
195018,south west,urban,protected well,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,yes,no,yes,yes,middle,,osun
195019,south west,urban,protected well,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,middle,,osun
195021,south west,urban,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,no,yes,no,middle,,osun
195022,south west,urban,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,no,yes,no,middle,,osun
195023,south west,urban,tube well or borehole,pit latrine with slab,no,cement,dirt,zinc/metal,yes,yes,no,yes,yes,yes,middle,,osun
195024,south west,urban,public tap/standpipe,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,yes,yes,yes,middle,,osun
195025,south west,urban,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
195027,south west,urban,unprotected well,pit latrine without slab/open pit,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,osun
195028,south west,urban,unprotected well,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,yes,yes,yes,middle,,osun
195029,south west,urban,tube well or borehole,pit latrine with slab,no,"earth, sand",dirt,zinc/metal,no,yes,no,yes,yes,yes,poorer,,osun
195030,south west,urban,tube well or borehole,pit latrine without slab/open pit,no,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
196002,south west,urban,sachet water,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196003,south west,urban,tube well or borehole,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richest,,osun
196005,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
196007,south west,urban,tube well or borehole,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196008,south west,urban,tube well or borehole,flush to septic tank,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196010,south west,urban,tube well or borehole,flush to septic tank,yes,carpet,reused wood,zinc/metal,no,no,no,yes,no,yes,richer,,osun
196012,south west,urban,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,middle,,osun
196014,south west,urban,piped into dwelling,flush to septic tank,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196015,south west,urban,rainwater,no facility/bush/field,yes,"earth, sand",cement blocks,zinc/metal,no,no,no,yes,no,yes,middle,,osun
196017,south west,urban,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
196019,south west,urban,tube well or borehole,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
196020,south west,urban,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,no,no,yes,richer,,osun
196022,south west,urban,sachet water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,osun
196024,south west,urban,piped into dwelling,flush to septic tank,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,osun
196026,south west,urban,tube well or borehole,flush to pit latrine,no,carpet,cement,zinc/metal,no,yes,no,no,no,yes,richer,,osun
196027,south west,urban,public tap/standpipe,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,no,no,no,no,middle,,osun
196029,south west,urban,piped to neighbor,no facility/bush/field,no,ceramic tiles,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,osun
196031,south west,urban,tube well or borehole,flush to septic tank,no,ceramic tiles,cement,ceramic tiles,no,yes,no,yes,yes,yes,richest,,osun
196033,south west,urban,rainwater,no facility/bush/field,yes,carpet,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
196034,south west,urban,tube well or borehole,flush to septic tank,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196036,south west,urban,public tap/standpipe,flush to septic tank,yes,cement,cement,zinc/metal,no,no,yes,no,no,yes,richest,,osun
196038,south west,urban,public tap/standpipe,no facility/bush/field,no,"earth, sand",cement,zinc/metal,yes,yes,no,yes,yes,no,poorer,,osun
196039,south west,urban,piped to neighbor,flush to septic tank,yes,ceramic tiles,cement,zinc/metal,no,no,no,yes,no,yes,richest,,osun
196043,south west,urban,public tap/standpipe,bucket toilet,no,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
197001,south west,rural,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,yes,no,richer,,osun
197002,south west,rural,bottled water,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,osun
197004,south west,rural,protected spring,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
197005,south west,rural,public tap/standpipe,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
197006,south west,rural,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,yes,no,yes,richer,,osun
197008,south west,rural,protected spring,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
197009,south west,rural,tube well or borehole,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,yes,no,no,yes,yes,richer,,osun
197011,south west,rural,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
197012,south west,rural,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,osun
197013,south west,rural,unprotected spring,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,no,no,no,no,middle,,osun
197015,south west,rural,rainwater,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,osun
197016,south west,rural,tube well or borehole,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,no,no,no,no,richer,,osun
197018,south west,rural,piped into dwelling,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,no,no,no,middle,,osun
197019,south west,rural,piped to yard/plot,flush to septic tank,yes,carpet,cement,zinc/metal,no,yes,no,no,no,yes,richest,,osun
197020,south west,rural,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
197022,south west,rural,unprotected spring,pit latrine with slab,yes,cement,cement,zinc/metal,yes,no,no,no,yes,no,middle,,osun
197023,south west,rural,sachet water,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,no,no,yes,richer,,osun
197025,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
197026,south west,rural,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
197027,south west,rural,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
197029,south west,rural,protected spring,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
197030,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,stone with mud,zinc/metal,no,no,no,yes,yes,no,middle,,osun
197032,south west,rural,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
197033,south west,rural,protected spring,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
197034,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,osun
198001,south west,rural,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,yes,yes,yes,no,richer,,osun
198002,south west,rural,tube well or borehole,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
198004,south west,rural,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
198005,south west,rural,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
198007,south west,rural,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
198008,south west,rural,rainwater,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,osun
198009,south west,rural,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
198011,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
198012,south west,rural,protected well,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
198013,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,no,no,middle,,osun
198015,south west,rural,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,no,middle,,osun
198016,south west,rural,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,osun
198017,south west,rural,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
198019,south west,rural,tube well or borehole,no facility/bush/field,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,osun
198020,south west,rural,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
198022,south west,rural,tube well or borehole,no facility/bush/field,yes,"earth, sand",cement,zinc/metal,no,yes,no,no,yes,no,middle,,osun
198023,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
198024,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,middle,,osun
198026,south west,rural,protected well,no facility/bush/field,no,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
198027,south west,rural,tube well or borehole,no facility/bush/field,no,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
198028,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,middle,,osun
198030,south west,rural,tube well or borehole,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
198031,south west,rural,tube well or borehole,no facility/bush/field,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,osun
198032,south west,rural,sachet water,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,osun
198034,south west,rural,tube well or borehole,no facility/bush/field,yes,carpet,cement,zinc/metal,no,yes,no,yes,yes,no,middle,,osun
199003,south west,urban,tanker truck,flush to piped sewer system,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
199005,south west,urban,public tap/standpipe,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,ekiti
199008,south west,urban,sachet water,pit latrine with slab,yes,carpet,cement,zinc/metal,yes,no,no,no,no,yes,richest,,ekiti
199010,south west,urban,protected well,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,ekiti
199013,south west,urban,sachet water,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,yes,no,no,no,yes,richest,,ekiti
199016,south west,urban,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,no,no,no,richer,,ekiti
199018,south west,urban,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,ekiti
199021,south west,urban,sachet water,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,ekiti
199023,south west,urban,protected well,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richer,,ekiti
199026,south west,urban,protected well,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,yes,yes,no,no,richest,,ekiti
199028,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,ekiti
199031,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,ekiti
199034,south west,urban,public tap/standpipe,flush to septic tank,yes,cement,cement,zinc/metal,no,yes,yes,yes,no,yes,richest,,ekiti
199036,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,ekiti
199039,south west,urban,piped to neighbor,flush to pit latrine,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,ekiti
199041,south west,urban,sachet water,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
199044,south west,urban,protected well,flush to pit latrine,yes,cement,cement,zinc/metal,no,yes,yes,yes,yes,yes,richest,,ekiti
199046,south west,urban,protected well,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
199049,south west,urban,sachet water,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,no,no,yes,richest,,ekiti
199051,south west,urban,protected spring,flush to pit latrine,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,ekiti
199054,south west,urban,sachet water,"flush, don't know where",yes,cement,cement blocks,zinc/metal,no,no,no,no,no,no,richest,,ekiti
199057,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,yes,yes,richest,,ekiti
199059,south west,urban,protected well,flush to septic tank,yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,no,richest,,ekiti
199062,south west,urban,protected well,flush to piped sewer system,yes,wood planks,bamboo with mud,zinc/metal,no,yes,no,yes,no,no,richest,,ekiti
199064,south west,urban,sachet water,flush to piped sewer system,yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
200002,south west,urban,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,yes,carpet,cement,zinc/metal,no,no,yes,yes,yes,yes,richest,,ekiti
200003,south west,urban,piped into dwelling,flush to pit latrine,yes,cement,cement,zinc/metal,no,yes,yes,yes,yes,yes,richest,,ekiti
200004,south west,urban,public tap/standpipe,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,ekiti
200006,south west,urban,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,no,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,ekiti
200007,south west,urban,protected well,flush to septic tank,yes,cement,cement,zinc/metal,no,yes,no,no,yes,yes,richest,,ekiti
200008,south west,urban,public tap/standpipe,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,ekiti
200009,south west,urban,unprotected spring,ventilated improved pit latrine (vip),yes,cement,cement,no roof,no,yes,yes,no,yes,yes,richer,,ekiti
200011,south west,urban,piped to neighbor,flush to somewhere else,yes,cement,cement,cardboard,no,yes,no,no,no,no,richest,,ekiti
200012,south west,urban,public tap/standpipe,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,ekiti
200015,south west,urban,unprotected spring,pit latrine without slab/open pit,yes,cement,cement,wood planks,no,yes,yes,no,no,yes,richer,,ekiti
200016,south west,urban,protected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,ekiti
200017,south west,urban,public tap/standpipe,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,yes,yes,yes,yes,richer,,ekiti
200019,south west,urban,public tap/standpipe,pit latrine with slab,yes,carpet,cement,cement,no,yes,no,yes,no,yes,richer,,ekiti
200020,south west,urban,tube well or borehole,flush to pit latrine,yes,cement,cement blocks,zinc/metal,no,no,no,yes,yes,no,middle,,ekiti
200021,south west,urban,tube well or borehole,flush to pit latrine,yes,cement,cement blocks,zinc/metal,no,yes,no,no,no,yes,richer,,ekiti
200023,south west,urban,public tap/standpipe,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,ekiti
200024,south west,urban,public tap/standpipe,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,no,richer,,ekiti
200025,south west,urban,protected spring,flush to septic tank,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,ekiti
200028,south west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,no,no,no,middle,,ekiti
200029,south west,urban,piped into dwelling,pit latrine with slab,yes,cement,cement,no roof,no,yes,no,no,no,no,middle,,ekiti
200031,south west,urban,river/dam/lake/ponds/stream/canal/irrigation channel,pit latrine with slab,yes,cement,cement,cement,no,no,no,no,no,yes,richer,,ekiti
200033,south west,urban,tube well or borehole,pit latrine with slab,yes,cement,cement blocks,zinc/metal,no,yes,no,no,yes,yes,richer,,ekiti
201001,south west,urban,unprotected well,bucket toilet,no,cement,stone with mud,wood planks,no,no,no,no,no,no,middle,,ekiti
201002,south west,urban,unprotected well,pit latrine without slab/open pit,yes,carpet,cement,zinc/metal,no,no,yes,yes,yes,yes,richer,,ekiti
201003,south west,urban,protected well,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
201004,south west,urban,unprotected well,bucket toilet,yes,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,no,no,middle,,ekiti
201006,south west,urban,unprotected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,yes,yes,no,yes,richest,,ekiti
201007,south west,urban,protected well,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,ekiti
201008,south west,urban,protected well,flush to piped sewer system,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,no,richer,,ekiti
201009,south west,urban,protected well,flush to piped sewer system,yes,carpet,cement,zinc/metal,no,no,yes,no,no,yes,richest,,ekiti
201011,south west,urban,protected well,flush to piped sewer system,no,cement,cement,zinc/metal,no,no,no,yes,no,no,middle,,ekiti
201012,south west,urban,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richer,,ekiti
201013,south west,urban,sachet water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,no,no,no,no,yes,richest,,ekiti
201016,south west,urban,protected well,no facility/bush/field,yes,cement,cement,zinc/metal,no,no,no,no,yes,yes,richer,,ekiti
201017,south west,urban,protected well,no facility/bush/field,yes,cement,bricks,zinc/metal,no,no,no,yes,no,yes,poorer,,ekiti
201018,south west,urban,unprotected well,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,middle,,ekiti
201020,south west,urban,unprotected well,pit latrine with slab,yes,wood planks,cement,ceramic tiles,no,no,no,yes,yes,yes,richer,,ekiti
201021,south west,urban,protected well,bucket toilet,yes,cement,cement,cardboard,no,no,no,yes,yes,no,richer,,ekiti
201022,south west,urban,protected well,bucket toilet,yes,cement,cement,zinc/metal,no,yes,no,yes,yes,yes,richest,,ekiti
201024,south west,urban,sachet water,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richest,,ekiti
201025,south west,urban,sachet water,pit latrine without slab/open pit,yes,cement,cement,zinc/metal,no,yes,yes,yes,no,no,richest,,ekiti
201026,south west,urban,unprotected well,pit latrine with slab,yes,cement,cement,zinc/metal,no,yes,no,yes,no,no,richer,,ekiti
