hhid,hv024,hv025,hv201,hv205,hv206,hv213,hv214,hv215,hv210,hv211,hv212,hv227,hv244,hv247,hv270,sh16_22,shstate
1002,north west,urban,protected well,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,sokoto
1004,north west,urban,tanker truck,ventilated improved pit latrine (vip),yes,"palm, bamboo",cement,zinc/metal,yes,no,yes,yes,yes,yes,richer,,sokoto
1007,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,yes,no,no,richer,,sokoto
1010,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,yes,yes,yes,yes,no,no,richest,,sokoto
1013,north west,urban,tanker truck,ventilated improved pit latrine (vip),yes,ceramic tiles,cement,zinc/metal,no,yes,yes,yes,no,yes,richest,,sokoto
1016,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,wood planks,cardboard,zinc/metal,no,yes,no,yes,yes,yes,richer,,sokoto
1019,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,plywood,zinc/metal,no,no,yes,yes,no,yes,richest,,sokoto
1022,north west,urban,tanker truck,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,sokoto
1025,north west,urban,tanker truck,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richest,,sokoto
1027,north west,urban,tube well or borehole,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,no,no,no,richer,,sokoto
1030,north west,urban,sachet water,ventilated improved pit latrine (vip),yes,cement,cement blocks,zinc/metal,no,no,no,no,no,no,richer,,sokoto
1033,north west,urban,public tap/standpipe,pit latrine with slab,yes,cement,cement,zinc/metal,no,no,no,yes,yes,no,richer,,sokoto
1036,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,no,richer,,sokoto
1039,north west,urban,tube well or borehole,pit latrine with slab,yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,no,richer,,sokoto
1042,north west,urban,sachet water,ventilated improved pit latrine (vip),yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,no,middle,,sokoto
1045,north west,urban,sachet water,flush to pit latrine,yes,cement,cement blocks,zinc/metal,yes,no,no,yes,no,yes,richest,,sokoto
1048,north west,urban,sachet water,flush to piped sewer system,yes,ceramic tiles,cement,zinc/metal,no,yes,yes,yes,yes,yes,richest,,sokoto
1051,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,cement,stone with mud,zinc/metal,no,no,no,yes,no,yes,middle,,sokoto
1053,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,yes,no,yes,yes,no,yes,richest,,sokoto
1056,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,yes,no,no,yes,no,no,richer,,sokoto
1059,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,ceramic tiles,cement,zinc/metal,no,no,yes,yes,no,yes,richest,,sokoto
1062,north west,urban,public tap/standpipe,flush to pit latrine,yes,cement,cement blocks,zinc/metal,no,no,no,no,no,no,richest,,sokoto
1065,north west,urban,tube well or borehole,flush to pit latrine,yes,cement,stone with lime/cement,zinc/metal,no,no,yes,yes,yes,no,richest,,sokoto
1068,north west,urban,tube well or borehole,flush to pit latrine,yes,cement,cement blocks,zinc/metal,no,yes,no,yes,no,no,richer,,sokoto
1071,north west,urban,public tap/standpipe,pit latrine with slab,yes,cement,cement blocks,zinc/metal,no,no,no,yes,no,yes,richest,,sokoto
2003,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,wood planks,cement,zinc/metal,no,yes,no,yes,no,no,richer,,sokoto
2005,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,wood planks,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,sokoto
2007,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,wood planks,dirt,zinc/metal,yes,no,no,yes,yes,yes,middle,,sokoto
2009,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,sokoto
2011,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,no,no,yes,no,yes,richer,,sokoto
2013,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,ceramic tiles,cement,zinc/metal,no,no,yes,yes,yes,yes,richest,,sokoto
2016,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,cement,cement,wood,no,yes,no,yes,no,yes,richest,,sokoto
2018,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),yes,cement,stone with mud,zinc/metal,no,no,no,yes,no,no,middle,,sokoto
2020,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,no,no,yes,richest,,sokoto
2022,north west,urban,public tap/standpipe,flush to pit latrine,yes,cement,stone with lime/cement,zinc/metal,yes,no,yes,no,yes,yes,richer,,sokoto
2024,north west,urban,public tap/standpipe,flush to pit latrine,yes,cement,stone with mud,zinc/metal,yes,yes,no,no,no,yes,middle,,sokoto
2026,north west,urban,public tap/standpipe,ventilated improved pit latrine (vip),yes,cement,cement,zinc/metal,no,yes,no,yes,no,yes,richer,,sokoto
2029,north west,urban,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,no,no,middle,,sokoto
2031,north west,urban,public tap/standpipe,flush to pit latrine,yes,cement,stone with mud,zinc/metal,no,no,no,yes,no,yes,richer,,sokoto
2033,north west,urban,public tap/standpipe,pit latrine without slab/open pit,yes,cement,stone with mud,zinc/metal,no,no,no,no,no,yes,richer,,sokoto
2035,north west,urban,tube well or borehole,pit latrine with slab,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,middle,,sokoto
2037,north west,urban,public tap/standpipe,pit latrine with slab,yes,cement,stone with lime/cement,zinc/metal,no,no,no,yes,no,yes,richer,,sokoto
2039,north west,urban,piped into dwelling,pit latrine without slab/open pit,yes,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
2042,north west,urban,piped to yard/plot,pit latrine with slab,yes,cement,bamboo with mud,calamine/cement fiber,yes,no,no,no,yes,yes,richer,,sokoto
2044,north west,urban,piped to yard/plot,pit latrine without slab/open pit,yes,"earth, sand",bamboo with mud,thatch/palm leaf,no,yes,no,yes,yes,yes,poorest,,sokoto
2048,north west,urban,piped into dwelling,pit latrine without slab/open pit,yes,ceramic tiles,cement,calamine/cement fiber,no,no,no,no,no,yes,richer,,sokoto
2050,north west,urban,unprotected well,pit latrine without slab/open pit,no,cement,cement,cement,no,yes,no,no,yes,yes,poorest,,sokoto
2052,north west,urban,piped into dwelling,pit latrine with slab,yes,"vinyl, asphalt strips",bamboo with mud,wood,no,no,no,yes,no,yes,middle,,sokoto
2054,north west,urban,sachet water,pit latrine with slab,no,cement,bamboo with mud,thatch/palm leaf,no,no,no,no,no,yes,middle,,sokoto
3002,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,no,yes,yes,yes,yes,poorest,,sokoto
3003,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,wood planks,no,yes,no,yes,yes,no,poorer,,sokoto
3005,north west,rural,protected well,no facility/bush/field,no,"earth, sand",bamboo with mud,palm/bamboo,no,yes,no,yes,yes,no,poorest,,sokoto
3007,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,yes,no,yes,yes,no,poorer,,sokoto
3008,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,no,no,yes,yes,no,poorer,,sokoto
3010,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
3012,north west,rural,tube well or borehole,no facility/bush/field,no,wood planks,stone with lime/cement,palm/bamboo,no,no,no,yes,yes,no,poorer,,sokoto
3014,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with mud,wood planks,no,no,no,yes,yes,no,poorest,,sokoto
3015,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with lime/cement,zinc/metal,no,no,no,yes,yes,no,poorer,,sokoto
3017,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,sokoto
3019,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,yes,yes,no,no,yes,yes,poorer,,sokoto
3020,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,yes,yes,yes,yes,no,poorest,,sokoto
3022,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,yes,no,yes,yes,no,poorest,,sokoto
3024,north west,rural,unprotected well,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,yes,yes,yes,yes,no,poorer,,sokoto
3026,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,yes,no,yes,yes,no,poorer,,sokoto
3027,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,wood,no,no,no,yes,yes,no,poorest,,sokoto
3029,north west,rural,tube well or borehole,no facility/bush/field,no,cement,stone with mud,zinc/metal,yes,no,no,no,yes,no,poorer,,sokoto
3031,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
3033,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood,no,no,no,yes,yes,no,poorer,,sokoto
3034,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with lime/cement,palm/bamboo,no,no,no,yes,yes,no,poorer,,sokoto
3036,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,wood planks,no,no,no,yes,yes,yes,middle,,sokoto
3038,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,no,no,no,yes,yes,no,poorest,,sokoto
3039,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,no,no,no,yes,yes,no,poorest,,sokoto
3041,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,no,no,no,yes,yes,no,poorer,,sokoto
3043,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,no,yes,no,yes,yes,no,poorest,,sokoto
4002,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
4005,north west,rural,unprotected well,pit latrine with slab,no,"earth, sand",bamboo with mud,no roof,no,no,no,yes,yes,no,poorest,,sokoto
4008,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
4011,north west,rural,unprotected well,pit latrine with slab,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
4013,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",cane/palm/trunks,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
4016,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",cane/palm/trunks,no roof,no,no,no,yes,yes,no,poorest,,sokoto
4019,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",cane/palm/trunks,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
4022,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",bamboo with mud,wood planks,no,yes,no,no,yes,no,poorest,,sokoto
4025,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",cement,palm/bamboo,no,no,no,yes,yes,no,poorer,,sokoto
4028,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
4030,north west,rural,protected well,ventilated improved pit latrine (vip),no,wood planks,dirt,wood planks,no,no,no,yes,yes,no,middle,,sokoto
4033,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",bamboo with mud,wood planks,no,no,no,yes,yes,no,poorest,,sokoto
4036,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorer,,sokoto
4039,north west,rural,unprotected well,no facility/bush/field,no,cement,cardboard,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
4042,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",bamboo with mud,no roof,no,no,no,no,no,no,poorer,,sokoto
4045,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",cement,palm/bamboo,yes,no,no,yes,yes,yes,poorest,,sokoto
4047,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
4050,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,no,no,no,yes,yes,poorer,,sokoto
4053,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,no,no,no,poorest,,sokoto
4056,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,sokoto
4059,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,yes,poorest,,sokoto
4062,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,no,no,poorest,,sokoto
4065,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with lime/cement,zinc/metal,yes,yes,no,yes,yes,no,poorer,,sokoto
4067,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
4070,north west,rural,unprotected spring,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
5003,north west,rural,unprotected well,pit latrine without slab/open pit,no,dung,bamboo with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
5006,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,yes,yes,no,yes,yes,no,poorer,,sokoto
5008,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
5011,north west,rural,unprotected well,pit latrine without slab/open pit,no,cement,bamboo with mud,thatch/palm leaf,yes,no,no,yes,yes,no,poorest,,sokoto
5013,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
5016,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
5019,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,yes,no,yes,yes,no,poorest,,sokoto
5021,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorer,,sokoto
5024,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
5026,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,yes,yes,no,yes,yes,no,poorest,,sokoto
5029,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,sod,no,no,no,yes,yes,no,poorest,,sokoto
5032,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,no,yes,no,poorest,,sokoto
5034,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,no,yes,no,poorer,,sokoto
5037,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,no,no,poorer,,sokoto
5039,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,yes,no,no,yes,no,poorest,,sokoto
5042,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,no,no,no,yes,no,poorest,,sokoto
5045,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
5047,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",dirt,wood planks,no,yes,no,yes,yes,no,poorest,,sokoto
5050,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",cement,wood planks,no,yes,no,yes,yes,no,poorer,,sokoto
5052,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",cement,palm/bamboo,no,yes,no,no,yes,no,poorest,,sokoto
5055,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",plywood,wood planks,no,no,no,yes,yes,no,poorest,,sokoto
5058,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,yes,no,yes,yes,no,poorer,,sokoto
5060,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",bamboo with mud,zinc/metal,no,yes,no,yes,yes,no,poorer,,sokoto
5063,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,no,no,yes,yes,no,poorer,,sokoto
5065,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,palm/bamboo,no,yes,no,yes,yes,no,poorer,,sokoto
6001,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,zinc/metal,no,yes,no,yes,yes,yes,poorest,,sokoto
6003,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,wood planks,no,no,yes,yes,yes,yes,poorer,,sokoto
6005,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,palm/bamboo,no,yes,no,yes,yes,no,poorest,,sokoto
6007,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,wood planks,stone with mud,wood planks,no,yes,no,yes,yes,no,middle,,sokoto
6009,north west,rural,unprotected well,pit latrine with slab,no,"earth, sand",stone with mud,zinc/metal,yes,no,no,no,yes,no,poorest,,sokoto
6011,north west,rural,unprotected well,pit latrine with slab,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
6014,north west,rural,public tap/standpipe,ventilated improved pit latrine (vip),yes,cement,stone with mud,zinc/metal,no,yes,no,yes,yes,no,middle,,sokoto
6016,north west,rural,protected well,pit latrine with slab,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
6018,north west,rural,protected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,zinc/metal,yes,no,no,yes,yes,no,poorest,,sokoto
6020,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,thatch/palm leaf,yes,no,no,yes,yes,no,poorest,,sokoto
6022,north west,rural,protected well,pit latrine with slab,no,"earth, sand",stone with mud,zinc/metal,yes,yes,no,no,yes,no,poorest,,sokoto
6024,north west,rural,protected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,yes,yes,yes,yes,no,poorest,,sokoto
6026,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",stone with mud,zinc/metal,yes,yes,yes,yes,yes,no,poorest,,sokoto
6028,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,no,no,yes,yes,yes,poorer,,sokoto
6031,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,yes,yes,yes,poorest,,sokoto
6033,north west,rural,protected well,pit latrine with slab,no,"earth, sand",stone with mud,sod,yes,no,no,yes,yes,no,poorest,,sokoto
6035,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,palm/bamboo,yes,no,no,yes,yes,no,poorest,,sokoto
6037,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,cement,cement,zinc/metal,no,yes,no,no,no,no,middle,,sokoto
6039,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,wood planks,dirt,wood,no,no,no,yes,yes,no,poorest,,sokoto
6041,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",bamboo with mud,wood planks,no,yes,yes,yes,yes,yes,poorest,,sokoto
6043,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,wood planks,cement,wood planks,no,yes,no,yes,yes,no,middle,,sokoto
6045,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,wood planks,cement,wood planks,yes,no,no,yes,yes,no,poorer,,sokoto
6047,north west,rural,tube well or borehole,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
6050,north west,rural,tube well or borehole,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,no,no,yes,yes,no,poorer,,sokoto
6052,north west,rural,protected well,ventilated improved pit latrine (vip),no,cement,cement,zinc/metal,no,no,yes,yes,yes,yes,poorer,,sokoto
7003,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,zinc/metal,no,yes,no,yes,yes,no,poorest,,sokoto
7005,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"palm, bamboo",cardboard,palm/bamboo,no,no,no,yes,yes,no,poorer,,sokoto
7008,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,wood planks,stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
7011,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,palm/bamboo,no,yes,no,yes,yes,no,poorest,,sokoto
7013,north west,rural,unprotected well,no facility/bush/field,no,"palm, bamboo",plywood,palm/bamboo,no,no,no,no,yes,no,poorer,,sokoto
7016,north west,rural,protected well,ventilated improved pit latrine (vip),no,cement,cement,zinc/metal,no,yes,no,yes,yes,no,poorest,,sokoto
7019,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with lime/cement,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
7021,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",bamboo with mud,palm/bamboo,no,no,no,no,no,no,poorer,,sokoto
7024,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
7027,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,yes,yes,no,poorer,,sokoto
7029,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,"earth, sand",stone with mud,zinc/metal,no,yes,no,yes,yes,no,poorest,,sokoto
7032,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
7034,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,yes,no,no,yes,yes,no,poorest,,sokoto
7037,north west,rural,protected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,sokoto
7040,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,yes,yes,no,poorest,,sokoto
7042,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
7045,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,yes,no,poorest,,sokoto
7048,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,no roof,no,no,no,no,yes,no,poorest,,sokoto
7050,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,yes,no,no,yes,no,poorer,,sokoto
7053,north west,rural,protected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,wood planks,no,yes,no,yes,yes,no,poorer,,sokoto
7056,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorer,,sokoto
7058,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
7061,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with lime/cement,palm/bamboo,no,yes,no,yes,yes,no,poorer,,sokoto
7063,north west,rural,protected spring,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,yes,no,no,yes,no,poorest,,sokoto
7066,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",cane/palm/trunks,wood planks,yes,no,no,yes,yes,no,poorest,,sokoto
8002,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
8008,north west,rural,unprotected well,no facility/bush/field,no,cement,stone with mud,zinc/metal,yes,yes,no,no,yes,no,poorest,,sokoto
8015,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,thatch/palm leaf,yes,no,no,yes,yes,no,poorest,,sokoto
8021,north west,rural,unprotected well,no facility/bush/field,no,cement,stone with mud,zinc/metal,no,no,no,yes,yes,no,poorest,,sokoto
8027,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,no,no,poorest,,sokoto
8033,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,zinc/metal,no,no,no,no,no,no,poorer,,sokoto
8039,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",reused wood,palm/bamboo,yes,no,no,no,yes,no,poorest,,sokoto
8045,north west,rural,unprotected well,ventilated improved pit latrine (vip),no,cement,dirt,zinc/metal,yes,no,no,yes,yes,no,middle,,sokoto
8051,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,wood planks,no,no,no,yes,yes,no,poorer,,sokoto
8057,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,wood planks,no,yes,no,no,yes,no,poorest,,sokoto
8064,north west,rural,protected well,no facility/bush/field,no,"earth, sand",stone with mud,wood planks,no,yes,no,yes,yes,yes,poorest,,sokoto
8070,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,no,yes,no,poorer,,sokoto
8076,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,no,no,no,yes,no,poorest,,sokoto
8082,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,yes,no,no,yes,no,poorer,,sokoto
8088,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,no,yes,yes,yes,yes,no,poorest,,sokoto
8094,north west,rural,unprotected well,pit latrine without slab/open pit,no,"earth, sand",bamboo with mud,thatch/palm leaf,yes,yes,no,yes,yes,no,poorest,,sokoto
8100,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,palm/bamboo,no,no,no,yes,yes,no,poorest,,sokoto
8106,north west,rural,unprotected well,no facility/bush/field,no,"earth, sand",stone with mud,wood planks,no,no,no,yes,no,yes,poorer,,sokoto
