hhid,hv024,hv025,hv201,hv205,hv206,hv213,hv214,hv215,hv210,hv211,hv212,hv227,hv244,hv247,hv270,sh16_22,shstate
1002,3,1,31,21,1,34,31,31,0,0,0,1,1,0,4,,10
1004,3,1,61,21,1,22,31,31,1,0,1,1,1,1,4,,10
1007,3,1,21,21,1,34,31,31,0,1,0,1,0,0,4,,10
1010,3,1,21,21,1,34,31,31,1,1,1,1,0,0,5,,10
1013,3,1,61,21,1,33,31,31,0,1,1,1,0,1,5,,10
1016,3,1,21,21,1,21,25,31,0,1,0,1,1,1,4,,10
1019,3,1,21,21,1,34,24,31,0,0,1,1,0,1,5,,10
1022,3,1,61,21,1,34,31,31,0,1,0,1,0,1,5,,10
1025,3,1,61,21,1,34,31,31,0,1,0,1,0,1,5,,10
1027,3,1,21,22,1,34,31,31,0,0,0,0,0,0,4,,10
1030,3,1,72,21,1,34,34,31,0,0,0,0,0,0,4,,10
1033,3,1,13,22,1,34,31,31,0,0,0,1,1,0,4,,10
1036,3,1,21,21,1,34,34,31,0,0,0,1,0,0,4,,10
1039,3,1,21,22,1,34,34,31,0,0,0,1,0,0,4,,10
1042,3,1,72,21,1,34,34,31,0,0,0,1,0,0,3,,10
1045,3,1,72,13,1,34,34,31,1,0,0,1,0,1,5,,10
1048,3,1,72,11,1,33,31,31,0,1,1,1,1,1,5,,10
1051,3,1,13,21,1,34,22,31,0,0,0,1,0,1,3,,10
1053,3,1,21,21,1,34,31,31,1,0,1,1,0,1,5,,10
1056,3,1,21,21,1,34,31,31,1,0,0,1,0,0,4,,10
1059,3,1,21,21,1,33,31,31,0,0,1,1,0,1,5,,10
1062,3,1,13,13,1,34,34,31,0,0,0,0,0,0,5,,10
1065,3,1,21,13,1,34,32,31,0,0,1,1,1,0,5,,10
1068,3,1,21,13,1,34,34,31,0,1,0,1,0,0,4,,10
1071,3,1,13,22,1,34,34,31,0,0,0,1,0,1,5,,10
2003,3,1,13,21,1,21,31,31,0,1,0,1,0,0,4,,10
2005,3,1,21,21,1,21,31,31,0,1,0,1,0,1,4,,10
2007,3,1,13,21,1,21,13,31,1,0,0,1,1,1,3,,10
2009,3,1,21,21,1,34,31,31,0,0,0,1,0,1,4,,10
2011,3,1,21,21,1,34,31,31,0,0,0,1,0,1,4,,10
2013,3,1,21,21,1,33,31,31,0,0,1,1,1,1,5,,10
2016,3,1,13,21,1,34,31,32,0,1,0,1,0,1,5,,10
2018,3,1,21,21,1,34,22,31,0,0,0,1,0,0,3,,10
2020,3,1,13,21,1,34,31,31,0,1,0,0,0,1,5,,10
2022,3,1,13,13,1,34,32,31,1,0,1,0,1,1,4,,10
2024,3,1,13,13,1,34,22,31,1,1,0,0,0,1,3,,10
2026,3,1,13,21,1,34,31,31,0,1,0,1,0,1,4,,10
2029,3,1,21,21,0,11,22,31,0,0,0,0,0,0,3,,10
2031,3,1,13,13,1,34,22,31,0,0,0,1,0,1,4,,10
2033,3,1,13,23,1,34,22,31,0,0,0,0,0,1,4,,10
2035,3,1,21,22,0,11,22,31,0,0,0,1,1,0,3,,10
2037,3,1,13,22,1,34,32,31,0,0,0,1,0,1,4,,10
2039,3,1,11,23,1,11,21,12,0,0,0,1,1,0,1,,10
2042,3,1,12,22,1,34,21,33,1,0,0,0,1,1,4,,10
2044,3,1,12,23,1,11,21,12,0,1,0,1,1,1,1,,10
2048,3,1,11,23,1,33,31,33,0,0,0,0,0,1,4,,10
2050,3,1,32,23,0,34,31,35,0,1,0,0,1,1,1,,10
2052,3,1,11,22,1,32,21,32,0,0,0,1,0,1,3,,10
2054,3,1,72,22,0,34,21,12,0,0,0,0,0,1,3,,10
3002,3,2,21,31,0,11,32,23,0,0,1,1,1,1,1,,10
3003,3,2,21,21,0,11,32,23,0,1,0,1,1,0,2,,10
3005,3,2,31,31,0,11,21,22,0,1,0,1,1,0,1,,10
3007,3,2,32,31,0,11,32,23,0,1,0,1,1,0,2,,10
3008,3,2,32,31,0,11,32,23,0,0,0,1,1,0,2,,10
3010,3,2,21,31,0,11,22,22,0,0,0,1,1,0,1,,10
3012,3,2,21,31,0,21,32,22,0,0,0,1,1,0,2,,10
3014,3,2,21,31,0,11,22,23,0,0,0,1,1,0,1,,10
3015,3,2,21,31,0,11,32,31,0,0,0,1,1,0,2,,10
3017,3,2,21,31,0,34,22,31,0,0,0,1,1,0,2,,10
3019,3,2,21,31,0,34,22,31,1,1,0,0,1,1,2,,10
3020,3,2,21,31,0,34,22,31,0,1,1,1,1,0,1,,10
3022,3,2,21,31,0,34,22,31,0,1,0,1,1,0,1,,10
3024,3,2,32,31,0,34,22,31,0,1,1,1,1,0,2,,10
3026,3,2,21,31,0,34,22,31,0,1,0,1,1,0,2,,10
3027,3,2,21,31,0,34,22,32,0,0,0,1,1,0,1,,10
3029,3,2,21,31,0,34,22,31,1,0,0,0,1,0,2,,10
3031,3,2,21,31,0,11,22,22,0,0,0,1,1,0,1,,10
3033,3,2,21,31,0,11,32,32,0,0,0,1,1,0,2,,10
3034,3,2,21,31,0,11,32,22,0,0,0,1,1,0,2,,10
3036,3,2,21,21,0,11,32,23,0,0,0,1,1,1,3,,10
3038,3,2,32,31,0,11,22,13,0,0,0,1,1,0,1,,10
3039,3,2,32,31,0,11,22,13,0,0,0,1,1,0,1,,10
3041,3,2,32,31,0,11,22,13,0,0,0,1,1,0,2,,10
3043,3,2,32,31,0,11,22,13,0,1,0,1,1,0,1,,10
4002,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
4005,3,2,32,22,0,11,21,11,0,0,0,1,1,0,1,,10
4008,3,2,32,23,0,11,21,12,0,0,0,0,1,0,1,,10
4011,3,2,32,22,0,11,21,12,0,0,0,1,1,0,1,,10
4013,3,2,32,23,0,11,12,12,0,0,0,0,1,0,1,,10
4016,3,2,32,23,0,11,12,11,0,0,0,1,1,0,1,,10
4019,3,2,32,23,0,11,12,12,0,0,0,0,1,0,1,,10
4022,3,2,32,31,0,11,21,23,0,1,0,0,1,0,1,,10
4025,3,2,32,31,0,11,31,22,0,0,0,1,1,0,2,,10
4028,3,2,32,21,0,11,32,22,0,0,0,1,1,0,1,,10
4030,3,2,31,21,0,21,13,23,0,0,0,1,1,0,3,,10
4033,3,2,32,31,0,11,21,23,0,0,0,1,1,0,1,,10
4036,3,2,32,31,0,11,22,22,0,0,0,1,1,0,2,,10
4039,3,2,32,31,0,34,25,31,0,0,0,1,1,0,1,,10
4042,3,2,32,31,0,11,21,11,0,0,0,0,0,0,2,,10
4045,3,2,32,31,0,11,31,22,1,0,0,1,1,1,1,,10
4047,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
4050,3,2,42,31,0,11,22,31,1,0,0,0,1,1,2,,10
4053,3,2,42,31,0,11,22,31,0,1,0,0,0,0,1,,10
4056,3,2,42,31,0,11,22,31,0,0,0,1,1,0,2,,10
4059,3,2,42,31,0,11,22,31,0,0,0,1,1,1,1,,10
4062,3,2,42,31,0,11,22,31,0,0,0,1,0,0,1,,10
4065,3,2,42,31,0,11,32,31,1,1,0,1,1,0,2,,10
4067,3,2,42,31,0,11,22,31,0,0,0,1,1,0,1,,10
4070,3,2,42,31,0,11,22,12,0,0,0,1,1,0,1,,10
5003,3,2,32,23,0,12,21,22,0,0,0,1,1,0,1,,10
5006,3,2,32,23,0,11,21,12,1,1,0,1,1,0,2,,10
5008,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
5011,3,2,32,23,0,34,21,12,1,0,0,1,1,0,1,,10
5013,3,2,32,23,0,11,21,12,0,0,0,0,1,0,1,,10
5016,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
5019,3,2,32,23,0,11,21,12,0,1,0,1,1,0,1,,10
5021,3,2,32,23,0,11,21,12,0,0,0,1,1,0,2,,10
5024,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
5026,3,2,32,31,0,11,22,13,1,1,0,1,1,0,1,,10
5029,3,2,32,31,0,11,22,13,0,0,0,1,1,0,1,,10
5032,3,2,32,31,0,11,22,31,0,1,0,0,1,0,1,,10
5034,3,2,32,31,0,11,22,12,0,0,0,0,1,0,2,,10
5037,3,2,32,31,0,11,22,31,0,0,0,1,0,0,2,,10
5039,3,2,32,31,0,11,22,31,1,1,0,0,1,0,1,,10
5042,3,2,32,31,0,11,22,31,1,0,0,0,1,0,1,,10
5045,3,2,32,31,0,11,22,31,0,0,0,1,1,0,1,,10
5047,3,2,32,31,0,11,13,23,0,1,0,1,1,0,1,,10
5050,3,2,32,31,0,11,31,23,0,1,0,1,1,0,2,,10
5052,3,2,32,31,0,11,31,22,0,1,0,0,1,0,1,,10
5055,3,2,32,31,0,11,24,23,0,0,0,1,1,0,1,,10
5058,3,2,32,31,0,11,32,23,0,1,0,1,1,0,2,,10
5060,3,2,32,31,0,11,21,31,0,1,0,1,1,0,2,,10
5063,3,2,32,31,0,11,32,23,0,0,0,1,1,0,2,,10
5065,3,2,32,31,0,11,22,22,0,1,0,1,1,0,2,,10
6001,3,2,21,21,0,11,32,31,0,1,0,1,1,1,1,,10
6003,3,2,21,21,0,11,32,23,0,0,1,1,1,1,2,,10
6005,3,2,21,21,0,11,32,22,0,1,0,1,1,0,1,,10
6007,3,2,21,21,0,21,22,23,0,1,0,1,1,0,3,,10
6009,3,2,32,22,0,11,22,31,1,0,0,0,1,0,1,,10
6011,3,2,32,22,0,11,22,31,0,0,0,1,1,0,1,,10
6014,3,2,13,21,1,34,22,31,0,1,0,1,1,0,3,,10
6016,3,2,31,22,0,11,22,12,0,0,0,1,1,0,1,,10
6018,3,2,31,21,0,11,22,31,1,0,0,1,1,0,1,,10
6020,3,2,32,21,0,11,22,12,1,0,0,1,1,0,1,,10
6022,3,2,31,22,0,11,22,31,1,1,0,0,1,0,1,,10
6024,3,2,31,31,0,11,22,31,1,1,1,1,1,0,1,,10
6026,3,2,32,23,0,11,22,31,1,1,1,1,1,0,1,,10
6028,3,2,32,31,0,11,22,31,1,0,0,1,1,1,2,,10
6031,3,2,32,31,0,11,22,12,0,0,0,1,1,1,1,,10
6033,3,2,31,22,0,11,22,13,1,0,0,1,1,0,1,,10
6035,3,2,21,21,0,11,22,22,1,0,0,1,1,0,1,,10
6037,3,2,21,21,0,34,31,31,0,1,0,0,0,0,3,,10
6039,3,2,32,21,0,21,13,32,0,0,0,1,1,0,1,,10
6041,3,2,21,21,0,11,21,23,0,1,1,1,1,1,1,,10
6043,3,2,21,21,0,21,31,23,0,1,0,1,1,0,3,,10
6045,3,2,21,21,0,21,31,23,1,0,0,1,1,0,2,,10
6047,3,2,21,21,0,11,22,22,0,0,0,1,1,0,1,,10
6050,3,2,21,31,0,11,32,23,0,0,0,1,1,0,2,,10
6052,3,2,31,21,0,34,31,31,0,0,1,1,1,1,2,,10
7003,3,2,32,21,0,11,22,31,0,1,0,1,1,0,1,,10
7005,3,2,32,21,0,22,25,22,0,0,0,1,1,0,2,,10
7008,3,2,32,21,0,21,22,22,0,0,0,1,1,0,1,,10
7011,3,2,32,21,0,11,22,22,0,1,0,1,1,0,1,,10
7013,3,2,32,31,0,22,24,22,0,0,0,0,1,0,2,,10
7016,3,2,31,21,0,34,31,31,0,1,0,1,1,0,1,,10
7019,3,2,32,21,0,11,32,22,0,0,0,1,1,0,1,,10
7021,3,2,32,31,0,11,21,22,0,0,0,0,0,0,2,,10
7024,3,2,32,31,0,11,22,31,0,0,0,1,1,0,1,,10
7027,3,2,32,31,0,11,22,31,0,1,0,1,1,0,2,,10
7029,3,2,32,21,0,11,22,31,0,1,0,1,1,0,1,,10
7032,3,2,32,31,0,11,22,12,0,0,0,1,1,0,1,,10
7034,3,2,32,31,0,11,22,31,1,0,0,1,1,0,1,,10
7037,3,2,31,31,0,11,22,31,0,0,0,1,1,0,2,,10
7040,3,2,32,23,0,11,21,12,0,0,0,1,1,0,1,,10
7042,3,2,32,23,0,11,21,22,0,0,0,1,1,0,1,,10
7045,3,2,32,31,0,11,22,31,0,0,0,0,1,0,1,,10
7048,3,2,32,23,0,11,21,11,0,0,0,0,1,0,1,,10
7050,3,2,32,31,0,11,32,23,0,1,0,0,1,0,2,,10
7053,3,2,31,31,0,11,32,23,0,1,0,1,1,0,2,,10
7056,3,2,32,31,0,11,22,31,0,0,0,1,1,0,2,,10
7058,3,2,32,31,0,11,22,31,0,0,0,1,1,0,1,,10
7061,3,2,32,31,0,11,32,22,0,1,0,1,1,0,2,,10
7063,3,2,41,31,0,11,22,31,0,1,0,0,1,0,1,,10
7066,3,2,32,23,0,11,12,23,1,0,0,1,1,0,1,,10
8002,3,2,32,31,0,11,22,12,0,0,0,0,1,0,1,,10
8008,3,2,32,31,0,34,22,31,1,1,0,0,1,0,1,,10
8015,3,2,32,31,0,11,22,12,1,0,0,1,1,0,1,,10
8021,3,2,32,31,0,34,22,31,0,0,0,1,1,0,1,,10
8027,3,2,32,31,0,11,22,31,0,0,0,0,0,0,1,,10
8033,3,2,32,31,0,11,22,31,0,0,0,0,0,0,2,,10
8039,3,2,32,31,0,11,26,22,1,0,0,0,1,0,1,,10
8045,3,2,32,21,0,34,13,31,1,0,0,1,1,0,3,,10
8051,3,2,32,31,0,11,22,23,0,0,0,1,1,0,2,,10
8057,3,2,32,31,0,11,22,23,0,1,0,0,1,0,1,,10
8064,3,2,31,31,0,11,22,23,0,1,0,1,1,1,1,,10
8070,3,2,32,23,0,11,21,12,0,0,0,0,1,0,2,,10
8076,3,2,32,23,0,11,21,12,0,0,0,0,1,0,1,,10
8082,3,2,32,23,0,11,21,12,0,1,0,0,1,0,2,,10
8088,3,2,32,23,0,11,21,12,0,1,1,1,1,0,1,,10
8094,3,2,32,23,0,11,21,12,1,1,0,1,1,0,1,,10
8100,3,2,32,31,0,11,22,22,0,0,0,1,1,0,1,,10
8106,3,2,32,31,0,11,22,23,0,0,0,1,0,1,2,,10
8113,3,2,32,31,0,11,22,23,1,1,0,1,1,0,2,,10
8119,3,2,32,31,0,11,22,12,0,1,0,1,1,0,1,,10
8125,3,2,32,31,0,11,22,31,0,0,0,1,1,0,1,,10
8131,3,2,32,31,0,11,22,31,0,1,0,1,1,1,3,,10
8137,3,2,32,23,0,11,21,12,0,0,0,0,1,0,1,,10
8143,3,2,32,23,0,11,21,12,0,0,1,1,1,0,1,,10
8149,3,2,32,23,0,11,21,12,1,1,0,1,1,0,1,,10
9001,3,2,32,21,0,22,32,32,0,0,0,1,1,0,2,,10
9003,3,2,32,21,0,22,22,22,0,0,0,1,0,0,2,,10
9005,3,2,31,21,0,11,32,23,0,1,0,1,1,0,3,,10
9007,3,2,32,21,0,11,32,23,0,0,0,1,1,0,1,,10
9009,3,2,32,21,0,22,32,23,0,1,0,1,1,0,1,,10
9011,3,2,32,21,0,11,32,31,0,1,0,1,1,0,1,,10
9013,3,2,32,21,0,21,32,31,0,1,0,1,1,0,3,,10
9015,3,2,31,21,1,11,32,23,0,0,0,1,1,0,1,,10
9017,3,2,31,21,0,11,32,22,0,1,0,1,1,0,1,,10
9019,3,2,32,21,0,34,22,31,0,1,0,0,1,0,2,,10
9021,3,2,32,22,0,34,22,31,0,0,0,0,1,0,2,,10
9023,3,2,32,23,0,34,22,13,1,1,0,1,1,1,1,,10
9025,3,2,32,21,0,34,22,13,1,1,0,1,1,0,1,,10
9027,3,2,32,21,0,11,22,13,0,1,0,0,1,0,1,,10
9029,3,2,32,22,0,11,22,13,1,1,0,0,1,0,1,,10
9030,3,2,32,21,0,34,22,13,0,1,0,1,1,0,1,,10
9032,3,2,32,21,0,34,22,31,0,0,0,0,1,0,2,,10
9034,3,2,31,31,0,11,22,31,1,0,0,1,1,0,3,,10
9036,3,2,31,31,0,11,32,31,0,0,0,1,1,0,3,,10
9038,3,2,31,31,0,11,32,22,0,0,0,1,1,0,2,,10
9040,3,2,31,21,0,11,22,23,0,1,0,1,1,0,2,,10
9042,3,2,21,31,0,11,22,13,1,0,0,0,1,0,2,,10
9044,3,2,32,21,0,11,22,31,0,1,0,1,1,0,2,,10
9046,3,2,32,21,0,11,22,31,0,0,0,1,1,0,1,,10
9048,3,2,32,21,0,11,22,31,0,0,0,1,1,0,2,,10
10003,3,1,31,22,1,34,31,31,0,1,0,1,1,0,4,,20
10006,3,1,31,23,0,11,13,31,0,0,0,1,0,0,2,,20
10009,3,1,31,23,0,11,13,31,0,1,0,1,0,0,1,,20
10013,3,1,32,23,0,11,13,32,0,0,0,1,0,1,1,,20
10016,3,1,32,23,0,11,13,31,0,1,0,1,0,0,1,,20
10017,3,1,21,23,1,11,13,31,0,1,0,1,0,0,1,,20
10022,3,1,21,22,1,11,31,31,0,1,0,1,1,1,4,,20
10025,3,1,21,22,0,11,31,31,1,0,0,1,0,1,3,,20
10029,3,1,21,23,1,11,13,31,1,0,0,1,1,0,3,,20
10032,3,1,21,22,1,11,31,31,1,0,0,1,1,0,3,,20
10035,3,1,21,23,0,11,13,21,1,1,0,1,1,0,1,,20
10038,3,1,21,23,0,11,13,23,1,1,0,1,0,0,1,,20
10041,3,1,21,23,0,11,11,31,0,1,0,1,1,0,1,,20
10045,3,1,32,23,0,11,13,31,0,1,0,1,1,0,1,,20
10048,3,1,32,23,0,34,13,31,0,0,0,1,1,0,1,,20
10051,3,1,32,23,0,11,13,31,1,1,0,1,1,0,1,,20
10054,3,1,32,23,0,11,13,31,0,0,0,1,1,0,1,,20
10057,3,1,32,23,0,11,13,31,0,1,0,1,1,0,2,,20
10061,3,1,32,22,1,34,31,31,1,1,0,1,1,1,4,,20
10064,3,1,32,23,0,34,31,31,0,1,0,1,1,0,2,,20
10067,3,1,32,22,1,34,31,31,0,0,0,1,1,0,2,,20
10070,3,1,31,23,0,11,13,31,0,0,0,1,0,0,3,,20
10073,3,1,32,22,0,34,31,31,0,0,1,1,1,0,3,,20
10077,3,1,32,22,0,34,13,31,0,1,0,1,1,0,1,,20
10080,3,1,32,22,0,11,13,31,1,1,0,1,1,0,1,,20
11001,3,1,21,22,1,34,13,31,1,1,0,1,1,0,1,,20
11002,3,1,21,22,1,34,31,31,0,1,0,1,1,0,2,,20
11004,3,1,21,22,1,34,13,31,0,1,0,1,1,0,2,,20
11005,3,1,21,23,1,11,13,31,0,0,0,1,1,0,1,,20
11006,3,1,21,23,1,34,13,31,0,0,0,1,1,0,2,,20
11007,3,1,21,23,1,11,13,31,1,1,0,1,1,0,1,,20
11008,3,1,21,23,0,11,11,31,0,0,0,1,1,0,1,,20
11010,3,1,21,23,1,34,13,31,1,1,0,1,1,0,1,,20
11011,3,1,21,13,1,34,13,31,1,0,0,1,1,0,3,,20
11012,3,1,21,23,1,11,26,32,0,0,0,0,0,0,3,,20
11013,3,1,21,23,1,11,26,31,0,0,0,0,0,0,3,,20
11015,3,1,21,22,1,34,31,31,0,0,0,0,0,0,4,,20
11016,3,1,21,22,1,34,31,31,0,1,0,1,0,0,3,,20
11017,3,1,21,22,1,11,26,11,0,0,0,0,0,0,3,,20
11018,3,1,21,23,1,34,31,31,0,1,0,1,0,0,3,,20
11020,3,1,21,23,0,11,13,31,1,0,0,1,0,0,3,,20
11021,3,1,21,23,1,11,13,13,1,1,0,1,1,0,1,,20
11022,3,1,21,22,0,34,22,32,1,1,0,1,1,0,2,,20
11023,3,1,21,22,0,34,31,31,1,1,0,1,1,1,2,,20
11025,3,1,21,23,0,11,13,31,0,0,0,1,0,0,3,,20
11026,3,1,21,22,1,34,31,31,0,1,0,1,1,1,3,,20
11027,3,1,21,23,1,11,13,31,0,0,0,1,0,1,3,,20
11028,3,1,21,22,0,11,13,13,1,0,0,1,1,0,1,,20
11030,3,1,32,22,1,34,31,31,1,1,0,1,0,1,3,,20
11031,3,1,21,23,1,11,13,23,0,0,0,1,1,0,1,,20
12001,3,2,43,23,0,11,26,23,1,1,0,1,1,0,1,,20
12003,3,2,43,23,0,11,13,32,0,0,0,0,0,0,2,,20
12005,3,2,43,23,0,11,13,32,0,1,0,0,1,0,1,,20
12007,3,2,43,23,0,11,13,32,0,0,0,0,1,0,2,,20
12009,3,2,43,23,0,11,13,32,0,0,0,0,1,0,2,,20
12011,3,2,43,23,0,11,13,32,0,0,0,0,0,0,2,,20
12013,3,2,43,23,0,11,13,32,0,0,0,0,0,0,2,,20
12015,3,2,43,23,0,11,13,32,1,0,0,0,1,0,2,,20
12017,3,2,43,23,0,11,13,32,1,0,0,0,1,0,2,,20
12019,3,2,42,23,0,11,13,32,0,1,0,1,1,0,1,,20
12021,3,2,42,31,0,34,13,12,1,0,0,1,1,0,1,,20
12023,3,2,42,31,0,34,13,12,0,0,0,1,1,0,1,,20
12025,3,2,32,22,0,11,22,12,1,0,0,1,1,0,1,,20
12027,3,2,42,31,0,34,13,12,0,0,0,1,1,0,1,,20
12029,3,2,42,31,0,34,13,12,1,0,0,1,1,0,1,,20
12031,3,2,42,31,0,11,13,12,1,0,0,1,1,0,1,,20
12033,3,2,42,31,0,11,13,12,1,0,0,1,1,0,1,,20
12034,3,2,42,31,0,34,13,12,0,0,0,1,1,0,1,,20
12036,3,2,42,31,0,34,13,12,1,0,0,1,1,0,1,,20
12038,3,2,42,31,0,11,13,12,0,0,0,1,1,0,1,,20
12040,3,2,42,31,0,34,13,12,0,0,0,1,1,0,1,,20
12042,3,2,32,22,0,34,31,31,1,0,0,1,1,0,1,,20
12044,3,2,32,22,0,34,31,31,0,1,0,1,1,0,1,,20
12046,3,2,32,22,0,11,22,31,1,0,0,1,1,0,1,,20
12048,3,2,32,22,0,11,22,11,1,0,0,1,1,0,1,,20
13002,3,2,21,23,0,11,13,32,1,1,1,1,1,0,1,,20
13005,3,2,21,23,0,11,13,32,1,0,0,1,1,0,2,,20
13008,3,2,21,23,0,11,13,32,0,0,0,1,1,0,2,,20
13011,3,2,21,23,0,11,13,32,1,0,0,1,1,0,2,,20
13014,3,2,21,23,0,11,13,32,1,0,0,1,1,0,2,,20
13017,3,2,21,23,0,11,13,32,0,0,0,1,1,0,2,,20
13020,3,2,21,23,0,11,13,32,1,1,0,1,1,0,2,,20
13023,3,2,21,23,0,11,13,31,1,0,0,1,1,0,2,,20
13026,3,2,21,23,0,11,13,22,1,0,0,1,1,1,1,,20
13029,3,2,21,23,0,11,13,23,1,0,0,1,1,0,2,,20
13032,3,2,21,23,0,11,13,22,1,1,0,1,1,0,2,,20
13035,3,2,21,23,0,11,13,22,1,1,0,1,1,0,1,,20
13038,3,2,21,23,0,11,13,31,1,0,0,1,0,0,2,,20
13041,3,2,21,23,0,11,13,23,1,1,0,1,1,0,1,,20
13044,3,2,21,23,0,11,13,23,1,0,0,1,1,0,1,,20
13048,3,2,21,23,0,11,13,23,0,0,0,1,1,0,2,,20
13051,3,2,21,23,0,11,13,31,0,1,0,1,1,0,2,,20
13054,3,2,21,23,0,11,13,31,1,1,0,1,1,0,1,,20
13057,3,2,21,23,0,11,13,31,1,1,0,1,1,0,1,,20
13060,3,2,21,23,0,11,13,31,0,1,0,1,1,0,2,,20
13063,3,2,21,23,0,11,13,31,1,1,0,1,1,0,1,,20
13066,3,2,21,21,0,11,13,96,1,1,0,1,1,0,2,,20
13069,3,2,21,22,0,34,13,13,1,1,0,1,1,0,2,,20
13072,3,2,21,22,0,34,13,13,0,1,0,1,1,0,3,,20
13075,3,2,21,22,0,34,13,31,1,0,0,1,0,0,3,,20
14001,3,2,21,23,0,11,13,31,0,0,0,1,1,0,1,,20
14002,3,2,21,23,0,11,13,31,0,0,0,1,1,1,2,,20
14004,3,2,21,23,0,11,13,31,0,1,0,1,1,0,1,,20
14005,3,2,21,23,0,11,13,31,0,0,0,1,1,0,2,,20
14007,3,2,31,23,0,11,13,32,0,0,0,1,1,0,2,,20
14008,3,2,21,23,0,11,13,31,0,0,0,1,1,0,2,,20
14010,3,2,21,23,0,11,13,22,0,0,0,1,1,0,2,,20
14011,3,2,21,23,0,11,13,22,0,0,0,1,1,0,1,,20
14013,3,2,21,23,0,11,13,22,0,0,0,1,1,0,2,,20
14014,3,2,21,23,0,11,13,31,1,0,0,1,1,0,1,,20
14016,3,2,21,23,0,11,13,22,0,1,0,1,0,0,2,,20
14017,3,2,21,23,0,11,13,22,0,1,0,1,1,0,1,,20
14019,3,2,21,23,0,11,13,22,0,0,0,1,1,0,1,,20
14020,3,2,32,23,0,11,13,23,0,0,0,1,1,0,1,,20
14023,3,2,32,23,0,11,13,31,0,1,0,1,1,0,2,,20
14025,3,2,32,23,0,11,13,31,0,0,0,1,1,0,1,,20
14027,3,2,32,23,0,11,13,23,0,1,0,1,1,0,1,,20
14028,3,2,32,23,0,11,13,23,0,0,0,1,1,0,1,,20
14030,3,2,32,23,0,11,13,23,0,0,0,1,1,0,2,,20
14031,3,2,32,23,0,11,13,23,0,0,0,1,1,0,1,,20
14033,3,2,31,22,0,11,13,13,0,1,0,1,1,0,1,,20
14034,3,2,31,22,0,34,22,13,0,1,0,1,1,0,2,,20
14036,3,2,21,22,0,34,22,13,0,0,0,1,1,0,2,,20
14037,3,2,31,22,0,34,22,31,0,0,0,1,0,0,1,,20
15001,3,2,42,22,1,12,13,31,0,0,0,1,1,0,2,,20
15002,3,2,32,23,1,12,13,31,0,0,0,0,1,0,3,,20
15004,3,2,32,23,1,11,13,31,0,0,0,1,1,1,1,,20
15006,3,2,32,23,1,12,13,31,1,0,0,1,1,1,2,,20
15007,3,2,32,23,1,12,13,31,0,0,0,0,0,0,3,,20
15009,3,2,21,23,0,11,13,22,0,0,0,1,1,0,1,,20
15010,3,2,42,23,0,11,13,22,0,0,0,1,1,0,1,,20
15012,3,2,42,23,0,11,13,22,0,0,0,1,1,0,1,,20
15013,3,2,42,23,0,11,13,22,0,0,0,1,1,0,1,,20
15015,3,2,42,23,0,11,13,22,1,1,0,1,1,0,1,,20
15016,3,2,42,23,0,11,13,22,0,0,0,1,1,0,2,,20
15018,3,2,42,23,0,11,13,22,1,0,0,1,1,0,1,,20
15020,3,2,42,23,1,11,13,23,1,0,0,1,1,0,1,,20
15021,3,2,42,23,1,11,13,23,1,1,0,1,1,0,1,,20
15023,3,2,42,23,1,11,13,23,0,0,0,1,1,0,1,,20
15024,3,2,42,23,1,11,13,23,1,0,0,1,1,0,1,,20
15026,3,2,42,23,1,11,13,31,0,1,0,1,1,0,3,,20
15027,3,2,42,23,1,11,13,23,1,0,0,1,1,0,1,,20
15029,3,2,42,23,1,11,13,31,1,0,0,1,1,0,1,,20
15030,3,2,42,23,1,11,13,31,1,1,0,1,1,0,1,,20
15032,3,2,43,22,1,34,22,35,0,0,0,1,1,0,2,,20
15034,3,2,43,22,0,11,22,31,1,0,0,1,1,0,1,,20
15035,3,2,43,22,1,11,31,31,0,1,0,1,1,1,3,,20
15037,3,2,31,22,1,34,31,31,1,1,0,1,1,0,3,,20
15038,3,2,31,22,1,34,31,31,0,0,0,1,1,0,3,,20
16008,3,2,42,23,1,12,13,31,0,0,0,1,1,0,1,,20
16011,3,2,42,23,1,12,11,31,1,1,0,1,1,1,2,,20
16013,3,2,42,23,1,12,13,31,0,1,0,1,0,0,3,,20
16016,3,2,42,23,1,11,13,21,0,0,0,1,1,0,2,,20
16019,3,2,42,23,1,11,13,21,1,1,0,1,1,0,1,,20
16021,3,2,42,23,1,11,13,31,1,0,0,1,1,0,3,,20
16024,3,2,42,23,1,11,13,22,1,1,0,1,1,0,2,,20
16026,3,2,42,23,1,11,13,22,1,0,0,1,1,0,3,,20
16029,3,2,42,23,1,11,13,22,1,1,0,1,1,1,1,,20
16034,3,2,42,23,1,11,13,21,1,0,0,1,1,0,2,,20
16037,3,2,42,23,1,11,13,31,1,1,0,1,1,0,2,,20
16039,3,2,42,23,1,34,13,31,1,1,0,1,1,0,2,,20
16042,3,2,42,23,1,34,13,31,1,1,0,1,1,0,2,,20
